file	Id	frame	slice	v7	v3	v1	r7	r3	r1	esed	r_esed
17_slice001_frame014-image.png	17	14	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame015-image.png	17	15	1	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame016-image.png	17	16	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame017-image.png	17	17	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame018-image.png	17	18	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame019-image.png	17	19	1	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame020-image.png	17	20	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame021-image.png	17	21	1	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame022-image.png	17	22	1	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice001_frame023-image.png	17	23	1	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice001_frame024-image.png	17	24	1	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
17_slice002_frame000-image.png	17	0	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame001-image.png	17	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame002-image.png	17	2	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame003-image.png	17	3	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame004-image.png	17	4	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame005-image.png	17	5	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame006-image.png	17	6	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame007-image.png	17	7	2	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice002_frame008-image.png	17	8	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
17_slice002_frame009-image.png	17	9	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame010-image.png	17	10	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame011-image.png	17	11	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame012-image.png	17	12	2	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice002_frame013-image.png	17	13	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame014-image.png	17	14	2	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice002_frame015-image.png	17	15	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame016-image.png	17	16	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame017-image.png	17	17	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame018-image.png	17	18	2	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice002_frame019-image.png	17	19	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame020-image.png	17	20	2	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice002_frame021-image.png	17	21	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame022-image.png	17	22	2	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice002_frame023-image.png	17	23	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice002_frame024-image.png	17	24	2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
17_slice003_frame000-image.png	17	0	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame001-image.png	17	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame002-image.png	17	2	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame003-image.png	17	3	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame004-image.png	17	4	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame005-image.png	17	5	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame006-image.png	17	6	3	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice003_frame007-image.png	17	7	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame008-image.png	17	8	3	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
17_slice003_frame009-image.png	17	9	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame010-image.png	17	10	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame011-image.png	17	11	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame012-image.png	17	12	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame013-image.png	17	13	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame014-image.png	17	14	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame015-image.png	17	15	3	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice003_frame016-image.png	17	16	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame017-image.png	17	17	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame018-image.png	17	18	3	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice003_frame019-image.png	17	19	3	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
17_slice003_frame020-image.png	17	20	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame021-image.png	17	21	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame022-image.png	17	22	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame023-image.png	17	23	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice003_frame024-image.png	17	24	3	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
17_slice004_frame000-image.png	17	0	4	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice004_frame001-image.png	17	1	4	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame002-image.png	17	2	4	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice004_frame003-image.png	17	3	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame004-image.png	17	4	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame005-image.png	17	5	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame006-image.png	17	6	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame007-image.png	17	7	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame008-image.png	17	8	4	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
17_slice004_frame009-image.png	17	9	4	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
17_slice004_frame010-image.png	17	10	4	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame011-image.png	17	11	4	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame012-image.png	17	12	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame013-image.png	17	13	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame014-image.png	17	14	4	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame015-image.png	17	15	4	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame016-image.png	17	16	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame017-image.png	17	17	4	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice004_frame018-image.png	17	18	4	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice004_frame019-image.png	17	19	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame020-image.png	17	20	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame021-image.png	17	21	4	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame022-image.png	17	22	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame023-image.png	17	23	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice004_frame024-image.png	17	24	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
17_slice005_frame000-image.png	17	0	5	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame001-image.png	17	1	5	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame002-image.png	17	2	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame003-image.png	17	3	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame004-image.png	17	4	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame005-image.png	17	5	5	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame006-image.png	17	6	5	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
17_slice005_frame007-image.png	17	7	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame008-image.png	17	8	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
17_slice005_frame009-image.png	17	9	5	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame010-image.png	17	10	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame011-image.png	17	11	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame012-image.png	17	12	5	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
17_slice005_frame013-image.png	17	13	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame014-image.png	17	14	5	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame015-image.png	17	15	5	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice005_frame016-image.png	17	16	5	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame017-image.png	17	17	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame018-image.png	17	18	5	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame019-image.png	17	19	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame020-image.png	17	20	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame021-image.png	17	21	5	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame022-image.png	17	22	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice005_frame023-image.png	17	23	5	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice005_frame024-image.png	17	24	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
17_slice006_frame000-image.png	17	0	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame001-image.png	17	1	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame002-image.png	17	2	6	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice006_frame003-image.png	17	3	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame004-image.png	17	4	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame005-image.png	17	5	6	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice006_frame006-image.png	17	6	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame007-image.png	17	7	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame008-image.png	17	8	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
17_slice006_frame009-image.png	17	9	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame010-image.png	17	10	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame011-image.png	17	11	6	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice006_frame012-image.png	17	12	6	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
17_slice006_frame013-image.png	17	13	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame014-image.png	17	14	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame015-image.png	17	15	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame016-image.png	17	16	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame017-image.png	17	17	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame018-image.png	17	18	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame019-image.png	17	19	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame020-image.png	17	20	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame021-image.png	17	21	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame022-image.png	17	22	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame023-image.png	17	23	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice006_frame024-image.png	17	24	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
17_slice007_frame000-image.png	17	0	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame001-image.png	17	1	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame002-image.png	17	2	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame003-image.png	17	3	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame004-image.png	17	4	7	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice007_frame005-image.png	17	5	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame006-image.png	17	6	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame007-image.png	17	7	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame008-image.png	17	8	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
17_slice007_frame009-image.png	17	9	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame010-image.png	17	10	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame011-image.png	17	11	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame012-image.png	17	12	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame013-image.png	17	13	7	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice007_frame014-image.png	17	14	7	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame015-image.png	17	15	7	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame016-image.png	17	16	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame017-image.png	17	17	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame018-image.png	17	18	7	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame019-image.png	17	19	7	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame020-image.png	17	20	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame021-image.png	17	21	7	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
17_slice007_frame022-image.png	17	22	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame023-image.png	17	23	7	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice007_frame024-image.png	17	24	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
17_slice008_frame000-image.png	17	0	8	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice008_frame001-image.png	17	1	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame002-image.png	17	2	8	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice008_frame003-image.png	17	3	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame004-image.png	17	4	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame005-image.png	17	5	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame006-image.png	17	6	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame007-image.png	17	7	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame008-image.png	17	8	8	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
17_slice008_frame009-image.png	17	9	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame010-image.png	17	10	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame011-image.png	17	11	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame012-image.png	17	12	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame013-image.png	17	13	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame014-image.png	17	14	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame015-image.png	17	15	8	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
17_slice008_frame016-image.png	17	16	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame017-image.png	17	17	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame018-image.png	17	18	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame019-image.png	17	19	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame020-image.png	17	20	8	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame021-image.png	17	21	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame022-image.png	17	22	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame023-image.png	17	23	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice008_frame024-image.png	17	24	8	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
17_slice009_frame000-image.png	17	0	9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice009_frame001-image.png	17	1	9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice009_frame002-image.png	17	2	9	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
17_slice009_frame003-image.png	17	3	9	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice009_frame004-image.png	17	4	9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17_slice009_frame005-image.png	17	5	9	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
17_slice009_frame006-image.png	17	6	9	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
